marca,modelo,año,kilometros,precio,descuento,color,combustible,transmision,estado
Ford,Econoline E150,2008,98045,28325.66,,morado,diesel,automatico,deteriorado
GMC,Savana,2020,40910,44185.89,,negro,electrico,automatico,malo
Audi,200,2015,48304,38233.79,,verde,electrico,manual,deteriorado
Acura,RSX,2002,125052,43005.03,,naranja,glp,automatico,sobresaliente
Audi,Q7,1999,55961,40387.48,,verde,hibrido,automatico,aceptable
Jaguar,X-Type,2009,14499,47542.74,10,verde,diesel,manual,excelente
Land Rover,Discovery,1995,175249,39410.48,11,naranja,glp,manual,deteriorado
Chevrolet,Malibu,2019,99796,46778.21,20,blanco,hibrido,automatico,sobresaliente
Dodge,Challenger,2006,197172,44298.41,17,blanco,gasolina,manual,excelente
Dodge,Ram 3500,2020,160102,27777.74,10,morado,hibrido,manual,excelente
Nissan,Quest,1996,71073,25058.13,,plateado,diesel,automatico,deteriorado
Chevrolet,Lumina,2001,170564,22337.87,,rojo,glp,manual,deteriorado
Saturn,VUE,2021,162170,17537.74,8,naranja,gasolina,automatico,bueno
Oldsmobile,Toronado,2003,195479,26324.53,,azul,electrico,manual,sobresaliente
Infiniti,G,2014,132616,1426.52,15,negro,electrico,automatico,malo
Saab,9000,2017,185094,8275.38,18,amarillo,glp,manual,regular
Lexus,RX,2019,46078,41128.12,17,amarillo,gasolina,automatico,excelente
Hyundai,Accent,1999,168375,7856.84,14,morado,hibrido,automatico,bueno
Chevrolet,Camaro,1996,65458,22063.6,15,rojo,hibrido,automatico,bueno
Saturn,S-Series,2006,111461,27773.74,,verde,glp,automatico,impecable
Volvo,C70,2007,24690,7304.51,,rojo,glp,automatico,deteriorado
Acura,TL,2022,189108,34935.5,8,amarillo,hibrido,manual,sobresaliente
Audi,TT,2010,43790,29651.0,5,rojo,glp,manual,sobresaliente
Acura,Integra,2017,153733,43446.09,12,rosa,electrico,automatico,deteriorado
Chevrolet,Tahoe,2008,192086,24097.27,20,naranja,glp,automatico,malo
Ford,F150,2016,22128,10959.63,9,rosa,diesel,automatico,deteriorado
Audi,A6,1997,32742,34044.34,20,naranja,diesel,manual,excelente
Dodge,Ram 3500,2005,3884,30432.69,10,blanco,diesel,manual,sobresaliente
Chrysler,New Yorker,2022,49804,40305.53,,amarillo,hibrido,automatico,regular
Maserati,430,2012,70676,22108.4,,blanco,electrico,manual,aceptable
BMW,745,2016,84287,34570.64,13,azul,diesel,automatico,aceptable
Lamborghini,Gallardo,2001,149137,47087.68,,rosa,diesel,automatico,sobresaliente
Land Rover,Range Rover,2006,156081,34453.83,8,morado,diesel,manual,regular
Chevrolet,Suburban 2500,2019,122633,16419.07,17,rojo,diesel,automatico,sobresaliente
Toyota,TundraMax,1997,91064,30255.78,19,rosa,electrico,manual,bueno
Toyota,T100,2004,176128,47278.59,18,naranja,gasolina,manual,excelente
Jeep,Liberty,1995,100976,21476.63,,verde,diesel,manual,bueno
Ford,Econoline E350,1996,106786,37750.94,,naranja,gasolina,manual,excelente
Pontiac,Solstice,1998,142662,33217.23,5,naranja,hibrido,manual,bueno
Mazda,Mazda6,2006,191401,40584.05,,azul,electrico,manual,deteriorado
Hyundai,Tucson,2022,117217,32127.42,,plateado,electrico,automatico,deteriorado
Volkswagen,Golf,2010,150991,8684.9,19,blanco,glp,automatico,sobresaliente
Lincoln,Navigator,2020,118591,15185.54,,verde,electrico,manual,impecable
Ford,Crown Victoria,2017,47508,15562.88,,morado,glp,manual,deteriorado
Bentley,Continental GT,2005,31149,8927.74,,verde,diesel,automatico,bueno
BMW,5 Series,2014,118430,6140.62,,rojo,glp,manual,bueno
Mercury,Villager,1995,153291,43006.22,6,naranja,electrico,manual,excelente
Buick,Electra,1997,120979,2556.16,,azul,electrico,manual,excelente
Mazda,RX-7,2012,39395,38950.27,16,azul,diesel,manual,sobresaliente
Infiniti,Q,2000,188049,28734.3,15,verde,electrico,manual,regular
Ford,Mustang,2018,119746,15880.62,,morado,diesel,manual,bueno
Chevrolet,Camaro,1997,37140,39989.91,13,verde,electrico,automatico,malo
Oldsmobile,Achieva,2001,174192,22884.53,9,naranja,hibrido,automatico,malo
GMC,Sierra 1500,2007,135355,49392.78,,rojo,glp,automatico,bueno
Dodge,Intrepid,2010,100372,14995.88,,azul,gasolina,automatico,deteriorado
Ford,F250,2011,132578,31257.43,,amarillo,gasolina,manual,deteriorado
Mercury,Mountaineer,2003,185573,27070.54,,blanco,gasolina,automatico,excelente
Pontiac,Grand Prix,2000,57943,43919.88,,amarillo,hibrido,automatico,aceptable
Buick,Regal,1999,32830,40536.31,7,negro,electrico,manual,sobresaliente
Lincoln,MKZ,2001,170282,26469.66,12,morado,gasolina,manual,sobresaliente
Mitsubishi,Precis,2022,184541,9876.69,15,plateado,glp,manual,bueno
GMC,Sierra 3500,2010,13713,1361.4,18,negro,glp,manual,excelente
Ford,Fairlane,2002,132241,22863.78,6,plateado,electrico,automatico,impecable
Suzuki,Aerio,2022,17735,46028.55,15,azul,gasolina,automatico,excelente
Rolls-Royce,Ghost,2011,125424,2899.77,7,plateado,electrico,automatico,deteriorado
Ford,Taurus,1997,70028,36245.16,,morado,electrico,automatico,aceptable
Plymouth,Acclaim,2016,83304,34492.47,17,verde,gasolina,manual,aceptable
Volkswagen,Fox,2013,81321,40578.91,16,blanco,diesel,automatico,sobresaliente
Dodge,Ram Van 1500,2011,127251,5126.05,20,plateado,electrico,automatico,impecable
Chrysler,Town & Country,2020,196136,21225.43,15,azul,electrico,manual,impecable
Pontiac,Trans Sport,2002,146753,46050.29,18,verde,glp,automatico,impecable
Dodge,Ram Van B150,2009,28838,39647.8,17,rosa,electrico,automatico,impecable
Pontiac,1000,1998,147000,18217.11,,plateado,glp,automatico,malo
Aston Martin,Vantage,2018,185474,32226.45,10,blanco,hibrido,manual,deteriorado
Ferrari,F430,2015,163418,2641.77,15,naranja,gasolina,automatico,deteriorado
Toyota,RAV4,2016,164299,15747.88,,plateado,gasolina,manual,deteriorado
Suzuki,Grand Vitara,2015,184352,5636.63,17,rosa,gasolina,automatico,impecable
Toyota,Echo,1996,50802,26978.36,7,negro,electrico,manual,impecable
Nissan,Pathfinder Armada,2018,162784,45172.79,19,naranja,electrico,manual,malo
Suzuki,Sidekick,1998,107403,6154.68,16,morado,diesel,manual,bueno
Mercury,Capri,2020,190702,16630.97,17,naranja,diesel,automatico,impecable
Lincoln,MKZ,2019,122090,42584.63,6,verde,gasolina,automatico,impecable
Dodge,Magnum,2002,186931,22771.82,15,verde,electrico,manual,excelente
Volkswagen,Touareg,2005,18764,47842.77,7,azul,glp,automatico,regular
Ford,Focus ST,2011,88195,35628.48,,azul,gasolina,automatico,impecable
Chevrolet,G-Series G30,2001,86111,46037.82,,naranja,glp,automatico,aceptable
Land Rover,Discovery,1998,78437,22907.83,12,negro,gasolina,manual,malo
Honda,CR-V,2019,184456,42952.39,,azul,gasolina,automatico,aceptable
Rolls-Royce,Ghost,2021,17460,49652.99,9,rosa,hibrido,automatico,impecable
Chevrolet,G-Series 2500,2008,161790,5110.4,15,morado,gasolina,manual,impecable
Hyundai,Accent,1998,96444,26430.35,20,rosa,glp,automatico,bueno
Honda,Odyssey,2002,117124,46229.24,8,morado,gasolina,automatico,impecable
Volvo,C70,2003,142007,28613.4,19,plateado,gasolina,automatico,bueno
Isuzu,Trooper,1996,31523,11844.06,7,plateado,gasolina,automatico,regular
Mercedes-Benz,E-Class,1998,22497,24271.29,,blanco,glp,automatico,excelente
Chevrolet,Caprice Classic,2015,136240,33186.03,,morado,electrico,automatico,aceptable
Volvo,V70,2016,150906,39708.43,,rojo,hibrido,automatico,bueno
Rolls-Royce,Phantom,2000,84834,35945.72,14,azul,gasolina,automatico,aceptable
Volkswagen,New Beetle,1999,171996,37716.52,15,rojo,electrico,manual,aceptable
Volkswagen,rio,1996,148194,40677.65,,verde,hibrido,automatico,deteriorado
Ford,F-Series,2008,108441,49636.58,13,rosa,hibrido,manual,excelente
Infiniti,QX,2019,139971,3885.26,12,rosa,gasolina,manual,excelente
Honda,Civic,2019,103437,39498.83,13,blanco,glp,manual,aceptable
Hummer,H2,2011,180236,4146.31,,plateado,electrico,manual,excelente
Chevrolet,Monte Carlo,2011,160041,30914.11,,azul,diesel,automatico,regular
Suzuki,SX4,2017,128969,26537.82,20,plateado,electrico,automatico,impecable
Acura,RL,2005,19165,6135.07,5,blanco,glp,automatico,malo
Volkswagen,Type 2,2007,132565,49501.26,17,amarillo,gasolina,automatico,deteriorado
Buick,Terraza,2001,19036,16219.36,18,rojo,diesel,manual,deteriorado
Hyundai,Sonata,2017,41078,17018.85,11,negro,gasolina,manual,impecable
Maybach,57,2020,182492,29240.52,,negro,diesel,manual,regular
Mazda,B-Series,2004,197002,37101.44,7,azul,diesel,automatico,impecable
Mitsubishi,Lancer Evolution,2011,62176,6695.71,7,amarillo,diesel,manual,aceptable
Lincoln,Continental,2005,187009,23139.84,,amarillo,electrico,manual,regular
Toyota,Land Cruiser,2021,74785,39059.57,20,rosa,diesel,manual,bueno
Audi,A4,2000,10202,49645.54,6,blanco,diesel,automatico,sobresaliente
Nissan,Titan,2015,198331,14579.89,20,rojo,gasolina,manual,aceptable
Chevrolet,Express 3500,1996,35432,7554.98,15,naranja,glp,automatico,malo
Volkswagen,Passat,1998,78732,17008.58,11,verde,glp,automatico,deteriorado
Plymouth,Grand Voyager,2001,162066,47934.77,,azul,gasolina,automatico,bueno
Ford,F250,1996,69151,6682.9,,plateado,gasolina,automatico,deteriorado
Volvo,850,2004,187218,20158.35,7,plateado,electrico,manual,sobresaliente
Nissan,NV3500,1998,32077,47472.67,13,rojo,gasolina,manual,bueno
Geo,Metro,2000,120558,46802.11,6,negro,hibrido,automatico,impecable
Lotus,Elise,1996,150402,49611.54,18,rojo,glp,manual,regular
BMW,7 Series,2008,151438,34575.5,,verde,electrico,manual,regular
Mercedes-Benz,CL-Class,2002,191397,18776.13,,amarillo,electrico,manual,deteriorado
Audi,100,1995,11961,29818.69,,naranja,diesel,manual,malo
Land Rover,Range Rover,2010,88720,27874.16,,blanco,electrico,manual,impecable
Chevrolet,LUV,2014,107830,43941.19,11,plateado,hibrido,automatico,malo
Hummer,H1,2004,106199,14757.91,8,verde,hibrido,automatico,bueno
Pontiac,Grand Am,2012,51299,26423.85,15,amarillo,hibrido,automatico,bueno
Honda,Element,2022,115802,13657.92,12,verde,diesel,automatico,sobresaliente
Dodge,Durango,2011,44207,16721.97,15,negro,glp,automatico,regular
Kia,Optima,2004,5240,19140.22,15,plateado,gasolina,automatico,impecable
Kia,Rio,2019,66637,43640.38,9,morado,electrico,manual,excelente
Mercedes-Benz,400SEL,2010,119408,21268.09,16,azul,gasolina,manual,malo
Toyota,Celica,2005,21352,9578.91,,blanco,glp,manual,regular
Volkswagen,Eos,1999,2023,45229.97,,blanco,hibrido,automatico,excelente
Dodge,Nitro,2008,102549,6533.51,12,naranja,gasolina,manual,deteriorado
Chevrolet,TrailBlazer,2018,81735,19849.24,13,blanco,glp,automatico,impecable
Buick,Lucerne,2012,93649,35036.54,19,naranja,hibrido,manual,regular
Chevrolet,Silverado 3500,2014,16638,42242.74,10,verde,electrico,manual,excelente
Honda,Accord,2014,117439,41053.32,19,rojo,glp,manual,deteriorado
Panoz,Esperante,2011,83897,43713.15,,verde,diesel,automatico,deteriorado
Dodge,Ram 2500,2000,121273,35350.27,14,rosa,gasolina,manual,deteriorado
Chrysler,300M,2007,118558,47102.76,8,amarillo,electrico,automatico,sobresaliente
Chrysler,Town & Country,1998,188561,13566.35,,verde,gasolina,automatico,aceptable
GMC,Rally Wagon 1500,2013,119881,49281.23,,negro,glp,manual,regular
Lotus,Esprit,2011,130679,9158.33,18,rosa,electrico,automatico,impecable
Pontiac,Firefly,1996,186032,30535.08,5,amarillo,glp,manual,impecable
Mazda,Millenia,1995,102082,7332.84,8,blanco,glp,automatico,malo
Audi,5000S,2005,163280,34060.92,17,azul,electrico,automatico,regular
Chevrolet,Express 2500,2019,82935,20886.02,,amarillo,glp,automatico,regular
Mercury,Mariner,2009,112075,1590.65,18,azul,glp,automatico,excelente
Maserati,Gran Sport,1999,134615,39024.9,11,blanco,hibrido,automatico,impecable
Mazda,MPV,2006,109000,18750.67,,morado,hibrido,automatico,bueno
Porsche,911,2019,136894,33896.96,13,morado,electrico,manual,aceptable
Ford,Taurus,2015,176165,43167.8,,verde,electrico,manual,sobresaliente
Dodge,Grand Caravan,1997,141708,2860.44,,negro,diesel,automatico,sobresaliente
Lamborghini,Diablo,1996,145276,6234.95,6,morado,diesel,manual,malo
Ford,LTD Crown Victoria,2014,190903,2191.83,18,verde,electrico,automatico,regular
Chrysler,LHS,1996,10311,44863.11,,rosa,diesel,automatico,aceptable
Land Rover,Sterling,1999,102115,31945.83,,negro,electrico,automatico,excelente
Pontiac,Grand Prix,2008,69797,4750.23,19,plateado,diesel,manual,bueno
Mazda,Mazda2,2021,65538,46223.06,,rosa,glp,manual,excelente
Mitsubishi,Mirage,2012,25601,29380.85,17,plateado,hibrido,automatico,regular
Ford,Thunderbird,2017,153770,45623.81,14,plateado,diesel,automatico,sobresaliente
Nissan,Xterra,2014,176653,4472.06,17,morado,gasolina,automatico,malo
Ford,Tempo,2009,145853,42960.44,,morado,electrico,automatico,excelente
Acura,NSX,1998,60042,43995.65,7,rojo,gasolina,manual,sobresaliente
GMC,Savana 3500,2018,91799,6170.95,10,negro,diesel,automatico,bueno
Mercury,Sable,2014,15994,47535.31,,plateado,gasolina,automatico,excelente
Hyundai,Elantra,2005,181530,36097.59,,plateado,glp,automatico,malo
Audi,S4,2010,192907,21841.2,12,morado,gasolina,automatico,sobresaliente
Ford,Ranger,2006,132545,35520.77,15,naranja,glp,automatico,regular
Mazda,RX-7,2008,1370,43059.93,20,azul,gasolina,automatico,sobresaliente
Chevrolet,Silverado,2017,107276,28312.1,15,amarillo,gasolina,manual,bueno
Jeep,Grand Cherokee,2019,199847,1131.24,,rosa,diesel,manual,regular
Toyota,4Runner,1996,125136,27314.05,,azul,gasolina,automatico,regular
Mitsubishi,Diamante,2002,188152,32049.43,,azul,hibrido,manual,deteriorado
Jeep,Compass,2020,133018,18990.57,,morado,glp,manual,excelente
Ford,Explorer Sport,2018,40578,42657.24,14,rojo,hibrido,manual,excelente
Isuzu,Axiom,2018,25113,18877.64,14,blanco,glp,automatico,sobresaliente
Ford,Explorer,1995,143030,14855.22,13,negro,glp,manual,excelente
Audi,RS6,2009,114681,21102.2,,rojo,diesel,manual,sobresaliente
Audi,A4,1999,103638,28797.36,,morado,gasolina,automatico,deteriorado
Toyota,Tercel,1996,179288,5005.72,7,amarillo,gasolina,manual,deteriorado
Lexus,GS,2016,70954,5163.8,,morado,electrico,automatico,impecable
Hyundai,Elantra,2003,501,48918.98,,rojo,glp,automatico,impecable
Mercedes-Benz,SLK-Class,1997,98312,18721.01,10,negro,hibrido,manual,impecable
Chevrolet,HHR,2000,99601,34650.87,12,negro,diesel,automatico,regular
Nissan,GT-R,2014,119679,28310.46,11,amarillo,glp,automatico,malo
Ford,Club Wagon,1996,113683,30645.69,6,amarillo,diesel,automatico,bueno
Suzuki,SX4,1998,91846,1732.34,16,plateado,glp,automatico,sobresaliente
Volkswagen,Tiguan,2019,47593,8667.22,,morado,hibrido,manual,sobresaliente
Mitsubishi,Mighty Max Macro,2012,113462,27753.26,20,amarillo,hibrido,manual,bueno
Chevrolet,Camaro,2012,150110,4866.94,8,rojo,electrico,manual,impecable
Saturn,Aura,2009,715,9158.4,,morado,electrico,manual,sobresaliente
Mercedes-Benz,E-Class,2017,179874,32514.17,,azul,gasolina,manual,malo
Mitsubishi,Chariot,1996,14050,5584.98,5,azul,gasolina,automatico,deteriorado
Mercury,Sable,2017,183158,35193.09,17,rojo,gasolina,automatico,excelente
Volkswagen,Touareg 2,2016,185277,46650.82,10,morado,diesel,automatico,sobresaliente
Ford,F150,1998,157855,29865.51,11,negro,electrico,manual,excelente
Chevrolet,Suburban 1500,1995,24806,33823.71,10,negro,diesel,automatico,sobresaliente
Cadillac,CTS-V,2001,64025,35639.82,7,verde,gasolina,automatico,sobresaliente
GMC,Savana 1500,2005,145261,26834.13,13,morado,hibrido,manual,regular
Mercury,Grand Marquis,2019,115860,26212.31,5,morado,gasolina,automatico,excelente
Infiniti,EX,1995,145346,14461.05,10,blanco,glp,automatico,regular
Chevrolet,Metro,2008,113477,34807.17,15,naranja,gasolina,automatico,bueno
Dodge,Monaco,2004,36075,6213.17,19,blanco,electrico,manual,deteriorado
Chevrolet,G-Series G20,2020,181903,48788.39,5,rosa,gasolina,automatico,impecable
Mercedes-Benz,GL-Class,2015,50638,31974.98,,azul,gasolina,manual,excelente
Volkswagen,Golf,2003,165950,40466.62,11,blanco,hibrido,manual,aceptable
BMW,7 Series,2013,160376,27685.76,,azul,glp,automatico,impecable
Ford,F-Series,2008,100843,27469.72,,azul,electrico,automatico,malo
Pontiac,Bonneville,2019,7041,26387.52,,verde,electrico,manual,bueno
Land Rover,Defender,2006,41807,16733.82,14,rojo,diesel,manual,impecable
Nissan,Maxima,2013,158938,21196.24,6,verde,hibrido,automatico,sobresaliente
Subaru,Impreza,2004,52882,27099.41,,azul,glp,manual,sobresaliente
Lexus,IS,2014,94665,19078.46,11,amarillo,hibrido,manual,impecable
Buick,Skylark,2022,110499,23646.14,11,naranja,diesel,automatico,sobresaliente
GMC,Savana 3500,2009,194760,48278.66,14,negro,gasolina,manual,malo
Toyota,Echo,2013,34211,28760.12,20,rojo,hibrido,manual,malo
Oldsmobile,LSS,2016,170571,20664.97,6,rojo,glp,automatico,impecable
Saturn,Aura,2000,10087,6729.13,13,rojo,glp,manual,aceptable
GMC,Rally Wagon 1500,1995,66926,10080.77,,rojo,electrico,manual,excelente
Infiniti,I,1998,68052,3986.77,,naranja,hibrido,manual,deteriorado
Jeep,Compass,2017,5058,12007.85,13,plateado,glp,manual,excelente
Nissan,370Z,2022,183451,5615.12,16,amarillo,glp,automatico,regular
Toyota,Ipsum,1996,174406,41482.89,,rojo,gasolina,automatico,malo
Honda,Pilot,2009,75121,3137.95,12,azul,glp,automatico,regular
Isuzu,Rodeo,2012,27620,18871.15,11,verde,diesel,automatico,impecable
Mercedes-Benz,E-Class,2011,76295,29201.71,,negro,glp,manual,impecable
Chevrolet,S10,2004,41108,22528.33,,blanco,gasolina,manual,regular
Land Rover,Defender 110,1999,176083,46205.31,,azul,glp,manual,malo
Chevrolet,Classic,2021,190712,11436.6,,azul,glp,manual,bueno
Chevrolet,Silverado 3500,1998,12208,29754.08,6,rojo,glp,manual,aceptable
Honda,Fit,1996,76931,16806.15,10,verde,diesel,automatico,sobresaliente
Mazda,B-Series,2012,52773,7741.97,,verde,gasolina,manual,malo
Pontiac,Parisienne,2003,1917,45648.79,,plateado,hibrido,manual,aceptable
Ford,F-Series,1999,94217,45010.62,,plateado,glp,automatico,bueno
Mitsubishi,Montero,1995,103892,16213.0,16,morado,diesel,automatico,deteriorado
Mitsubishi,Diamante,2022,167240,18576.17,14,amarillo,electrico,automatico,malo
Ford,Edge,2001,31059,24901.32,19,azul,diesel,automatico,malo
MG,MGB,2020,64717,12371.79,,amarillo,diesel,automatico,malo
Chevrolet,Camaro,2010,60779,25682.1,,verde,diesel,manual,aceptable
Pontiac,Grand Prix,2012,170124,6254.62,10,morado,gasolina,automatico,bueno
Cadillac,CTS,2006,168882,6379.69,,verde,electrico,automatico,regular
Nissan,Quest,2008,74506,11395.92,20,azul,hibrido,manual,excelente
Hyundai,Equus,2005,144945,39206.61,,rosa,hibrido,automatico,malo
Chevrolet,Suburban 2500,2007,53699,27049.71,12,amarillo,electrico,automatico,malo
Saab,9000,1996,162317,25643.31,18,verde,electrico,automatico,sobresaliente
Subaru,Outback,2007,17925,23026.62,20,rosa,diesel,manual,malo
Ford,Taurus,2018,164983,6585.63,,morado,gasolina,manual,deteriorado
Lincoln,Town Car,2022,94139,46178.24,14,morado,glp,automatico,malo
Chevrolet,Suburban 1500,2022,48402,3270.24,7,plateado,glp,automatico,impecable
Mercury,Lynx,2020,109862,40934.05,5,plateado,diesel,manual,deteriorado
Dodge,Colt,2000,199571,32034.75,15,morado,gasolina,automatico,malo
Maserati,Spyder,2022,189888,44572.6,,rosa,glp,manual,aceptable
Porsche,911,1995,44633,37117.38,19,naranja,electrico,manual,excelente
Chevrolet,Express 3500,2011,165334,8203.36,15,plateado,electrico,manual,malo
Volkswagen,Rabbit,2001,94094,12741.28,10,plateado,hibrido,automatico,malo
Dodge,Grand Caravan,2012,117771,32915.58,11,blanco,diesel,manual,sobresaliente
Lincoln,Town Car,2010,11629,13064.26,13,azul,electrico,automatico,impecable
Honda,CR-V,1999,34997,41883.78,8,morado,gasolina,automatico,sobresaliente
Chevrolet,Sportvan G20,2012,110513,4907.8,,azul,diesel,automatico,malo
Hyundai,Scoupe,1999,56867,29560.31,12,amarillo,gasolina,automatico,regular
Cadillac,Sixty Special,2013,72865,30835.29,18,verde,gasolina,automatico,sobresaliente
Mazda,MX-5,2007,131138,39172.45,9,negro,hibrido,manual,excelente
Volvo,S80,2006,20191,12263.77,13,plateado,diesel,manual,regular
Subaru,Forester,2020,64319,27797.14,,negro,diesel,manual,impecable
Ferrari,599 GTB Fiorano,1998,65169,31794.37,,rosa,glp,automatico,impecable
Chevrolet,Suburban 2500,2007,45873,43078.77,20,azul,gasolina,automatico,bueno
Lexus,RX,2002,25951,14254.12,6,morado,gasolina,automatico,deteriorado
Infiniti,EX,1997,92171,20721.66,12,rosa,hibrido,manual,deteriorado
Ferrari,FF,2004,14905,44165.97,12,naranja,electrico,automatico,regular
Suzuki,Swift,2010,100719,32227.27,6,negro,glp,manual,sobresaliente
Mercedes-Benz,SLK-Class,2002,161194,44926.72,,azul,glp,manual,deteriorado
Mercedes-Benz,CL-Class,2003,199688,1497.79,8,negro,diesel,automatico,bueno
Jeep,Patriot,2005,134937,44400.09,,azul,hibrido,automatico,impecable
Chevrolet,3500,2012,34042,37008.46,9,morado,diesel,manual,sobresaliente
Ford,E-Series,2000,69001,36260.27,12,rosa,diesel,manual,regular
BMW,7 Series,2000,9634,31082.11,13,plateado,diesel,manual,regular
Jaguar,XJ Series,2001,173304,42361.81,8,negro,diesel,automatico,malo
Audi,90,2017,108861,49705.06,15,rojo,gasolina,automatico,malo
Isuzu,Amigo,2011,108897,39106.59,8,azul,hibrido,automatico,aceptable
Toyota,RAV4,2004,62322,24461.04,18,blanco,diesel,automatico,malo
Nissan,Maxima,2000,176016,24112.57,,plateado,glp,manual,aceptable
Buick,Enclave,2007,64285,34762.79,14,rosa,gasolina,manual,excelente
Lotus,Elise,2022,134902,47564.63,,blanco,hibrido,automatico,sobresaliente
Land Rover,Range Rover,1998,137539,25866.56,18,rosa,electrico,automatico,malo
Kia,Rio,1998,186418,21091.76,,amarillo,glp,automatico,excelente
Dodge,Stealth,2000,198044,12397.08,18,rosa,hibrido,manual,excelente
Chevrolet,Tahoe,2014,174131,21681.62,,blanco,gasolina,automatico,sobresaliente
Nissan,Maxima,2013,161663,41985.33,,azul,gasolina,manual,malo
Mitsubishi,Tredia,2022,50297,10184.37,19,blanco,electrico,automatico,deteriorado
Chevrolet,Corvette,1996,159726,44309.32,11,azul,gasolina,manual,sobresaliente
Pontiac,Firefly,2001,95641,39109.75,9,verde,glp,manual,impecable
Toyota,4Runner,2000,56052,46341.5,19,morado,glp,manual,excelente
Pontiac,1000,2014,135333,49997.77,,rojo,hibrido,automatico,malo
Infiniti,Q,2002,81788,19262.81,,morado,hibrido,manual,aceptable
Toyota,RAV4,2017,43159,11435.66,,morado,electrico,manual,deteriorado
Ford,Ranger,2002,95846,19382.57,16,rojo,diesel,manual,aceptable
Cadillac,DTS,1998,18456,2488.63,13,blanco,hibrido,manual,malo
Audi,A6,2019,93895,41623.28,,rojo,gasolina,automatico,sobresaliente
BMW,525,1997,83742,7747.91,14,amarillo,electrico,manual,excelente
Lamborghini,Gallardo,2003,25409,4364.46,17,azul,diesel,automatico,excelente
Jeep,Wrangler,2022,52932,35064.56,9,rojo,glp,automatico,bueno
Honda,Prelude,2015,124897,8335.96,9,plateado,electrico,automatico,aceptable
Volvo,S60,2000,45229,27466.67,,morado,hibrido,manual,sobresaliente
Mercedes-Benz,E-Class,2007,20100,26124.67,14,verde,gasolina,automatico,regular
Ford,Mustang,2019,41251,26726.3,9,naranja,hibrido,manual,regular
GMC,Sierra 2500,2021,184371,41102.72,16,amarillo,glp,manual,regular
Chevrolet,Equinox,2018,139035,46734.95,,negro,glp,automatico,regular
Chevrolet,Malibu,2004,132025,2934.2,8,naranja,glp,manual,sobresaliente
Isuzu,Amigo,2003,123072,46165.68,19,verde,gasolina,manual,malo
Ford,Mustang,2002,186026,16314.71,5,amarillo,diesel,automatico,impecable
Land Rover,Discovery,2004,5037,26354.08,20,amarillo,diesel,manual,excelente
Ford,Expedition,2018,195443,46117.75,13,morado,electrico,manual,impecable
Cadillac,Catera,1995,65456,25181.02,17,morado,diesel,manual,excelente
Audi,V8,2005,21874,19173.15,10,rojo,gasolina,manual,regular
Mitsubishi,Montero Sport,1999,107583,28639.64,,verde,gasolina,automatico,impecable
Kia,Soul,2015,81529,13964.8,9,verde,electrico,automatico,deteriorado
Ford,Probe,2021,64085,42767.1,18,rosa,gasolina,automatico,regular
Mazda,RX-8,2022,2064,15202.65,11,amarillo,diesel,automatico,excelente
Chevrolet,Volt,2009,19276,27114.38,16,verde,gasolina,manual,impecable
Ford,Mustang,2021,166200,22499.59,10,azul,diesel,manual,deteriorado
BMW,5 Series,2010,120109,25641.24,10,rosa,glp,manual,deteriorado
BMW,1 Series,2016,142073,14606.87,12,rojo,gasolina,manual,bueno
Chevrolet,Avalanche,2008,23869,9442.23,,amarillo,glp,automatico,deteriorado
Dodge,Charger,2019,139134,13089.73,,rojo,diesel,automatico,deteriorado
Mercedes-Benz,SL-Class,2011,80293,49531.63,6,morado,diesel,manual,impecable
Ford,Explorer,1996,104607,23398.9,17,azul,glp,manual,deteriorado
Toyota,Avalon,2017,71942,34963.9,14,naranja,electrico,automatico,malo
Aston Martin,V8 Vantage S,2015,119380,24453.93,,morado,hibrido,manual,excelente
Hyundai,Elantra,2013,120272,14140.78,,verde,hibrido,manual,impecable
Ford,F250,1999,163097,4048.59,,morado,diesel,manual,aceptable
Volvo,S80,2021,178649,17227.09,7,naranja,electrico,manual,excelente
Nissan,Quest,2021,80823,11379.92,,amarillo,diesel,manual,excelente
Dodge,Ram 2500 Club,2008,199162,47874.52,14,plateado,gasolina,automatico,excelente
Chevrolet,Suburban 1500,2014,192183,28659.61,17,verde,glp,manual,sobresaliente
Mercedes-Benz,E-Class,2008,20660,49061.95,13,rosa,gasolina,manual,impecable
Nissan,Quest,2001,188769,1319.51,17,amarillo,glp,manual,regular
Suzuki,SJ,2015,105289,46481.32,20,blanco,hibrido,manual,deteriorado
Pontiac,Grand Prix,2021,97003,35185.52,16,naranja,diesel,automatico,impecable
Chrysler,Pacifica,2006,108847,11987.1,9,plateado,gasolina,automatico,malo
Cadillac,Eldorado,2021,61736,43215.88,,rojo,hibrido,manual,malo
Mercedes-Benz,SL-Class,2008,85157,31435.83,,amarillo,hibrido,automatico,regular
Ferrari,F430 Spider,2010,143830,17758.76,,blanco,glp,manual,excelente
Acura,TSX,2016,83462,3921.39,12,negro,glp,manual,regular
Ford,Econoline E250,2005,40945,31899.5,10,naranja,gasolina,manual,deteriorado
Volkswagen,Cabriolet,2007,4646,43934.92,,amarillo,gasolina,manual,deteriorado
Jeep,Patriot,2021,47786,36016.13,,blanco,gasolina,manual,bueno
BMW,5 Series,2021,99648,41410.5,,rosa,gasolina,automatico,aceptable
Land Rover,Freelander,2006,89836,33015.05,,verde,diesel,automatico,sobresaliente
